date,sales,customers,category,region,promotion,satisfaction,sales_per_customer,sales_zscore,rolling_avg_sales,sales_momentum,peak_sales,year,month,day_of_week,is_weekend,sales_MA,sales_volatility
2024-05-05,999.2027358683382,30,D,West,0,1.6749977535929181,33.30675786227794,-0.027898197598886187,980.7726201138072,-0.08175352411367287,1244.5751979616825,2024,5,6,1,998.0204095787085,112.91917277292832
2024-05-06,1147.9944138890025,23,C,North,0,4.87330784039702,49.91280060386968,1.4923602448834574,1012.7196898877262,0.14891039894057112,1307.8880808455237,2024,5,0,0,1002.8360115351028,116.19508471970872
2024-05-07,1007.7368307647619,23,C,South,1,2.8115334416620468,43.81464481585921,0.05929773961899836,1034.142861562659,-0.12217618955923071,1307.8880808455237,2024,5,1,0,1005.4263242539035,115.37932542914889
2024-05-08,913.8715798671736,26,C,West,1,4.782860433764098,35.14890691796822,-0.8997575115286071,1031.0755570328627,-0.09314460683783365,1307.8880808455237,2024,5,2,0,1001.8421105470285,116.53045373752161
2024-05-09,1152.3124077269658,41,D,West,0,3.707280174520188,28.10518067626746,1.5364787512009863,1068.2851581883492,0.26091283842577573,1244.5751979616825,2024,5,3,0,1007.2936176368969,119.68058665364319
2024-05-10,1053.891004368466,30,B,East,1,2.206347479494206,35.12970014561553,0.5308716408628709,1051.8818497399504,-0.08541208330182304,1245.5300139910894,2024,5,4,0,1009.8265497809565,119.84111318494224
2024-05-11,896.2753845673544,31,D,East,0,1.7532100996684257,28.91210917959208,-1.0795442093868242,1024.4691938645803,-0.14955590203140712,1244.5751979616825,2024,5,5,1,1004.3218402663903,121.17501615777712
2024-05-12,980.9661321916392,26,D,South,1,2.2149401849003976,37.72946662275535,-0.21422817969543761,1021.863964767909,0.09449188171687473,1244.5751979616825,2024,5,6,1,1001.1623523059538,120.48208876932632
2024-05-13,912.4381746615243,34,A,North,1,1.3720696370507,26.83641690180954,-0.9144031314609526,988.2130734496978,-0.0698576182003473,1385.2731490654721,2024,5,0,0,1000.011961953373,121.18031077790573
2024-05-14,861.7200269035663,30,D,South,1,1.575471865373319,28.724000896785544,-1.4326088089679574,967.3535300409557,-0.05558529790445499,1244.5751979616825,2024,5,1,0,997.3220236523076,123.37857439278866
2024-05-15,1092.617754753164,31,C,West,1,1.4186417613859246,35.245734024295615,0.9265568700735198,992.8886978818113,0.2679498220312768,1307.8880808455237,2024,5,2,0,1001.3261211345852,124.48927510831564
2024-05-16,1190.941664047013,36,B,North,0,2.691774174966231,33.08171289019481,1.9311678482566046,998.4071630703895,0.08998930217463075,1245.5300139910894,2024,5,3,0,1015.3639138186043,121.18258950264519
2024-05-17,860.1432426180859,25,B,North,1,4.182313505030345,34.405729704723434,-1.44871938486752,970.728911391764,-0.27776206964228667,1245.5300139910894,2024,5,4,0,1015.7526587798689,120.64629989465601
2024-05-18,1056.2969236690572,37,B,North,1,1.5655342168653608,28.548565504569112,0.5554537893896658,993.5891312634358,0.22804769174715922,1245.5300139910894,2024,5,5,1,1013.0729753440224,118.74538958500351
2024-05-19,934.9357430878173,29,C,North,1,1.5212817326893435,32.239163554752324,-0.6845373298894014,987.0133613914612,-0.11489305503199865,1307.8880808455237,2024,5,6,1,1005.420941068612,116.01623119117686
2024-05-20,951.2874616235304,33,C,South,0,3.573715798069323,28.82689277647062,-0.51746590167713,992.5632595288906,0.017489670981781336,1307.8880808455237,2024,5,0,0,1004.6273099212509,116.31188321718211
2024-05-21,940.7606075761131,33,C,East,0,1.788731927872265,28.507897199276155,-0.6250225805939638,1003.8547710535402,-0.011065902234695058,1307.8880808455237,2024,5,1,0,1000.7308069636022,116.43210763999396
2024-05-22,913.6009230320184,27,C,East,1,1.3904401524359664,33.83707122340809,-0.9025229104012723,978.2809379505192,-0.028869921131234544,1307.8880808455237,2024,5,2,0,996.8133372161911,117.34770712873048
2024-05-23,1004.8521627944828,35,C,West,1,1.6673943128223105,28.71006179412808,0.02982404260910128,951.6967234858721,0.09988085329382534,1307.8880808455237,2024,5,3,0,986.7121399478231,101.63832899190375
2024-05-24,916.9049883588962,33,D,East,1,4.694925583507104,27.784999647239278,-0.868764078761498,959.8055443059877,-0.0875225010124937,1244.5751979616825,2024,5,4,0,980.2103898550043,99.56779105931054
2024-05-25,1027.0456825779838,26,C,East,1,4.285885011104764,39.501757022230144,0.2565832691202815,955.6267955786916,0.12012225434199109,1307.8880808455237,2024,5,5,1,981.5383045792063,99.92933356177505
2024-05-26,994.9761890550863,34,C,East,1,2.4162582494203764,29.264005560443714,-0.07108235655770082,964.2040021454444,-0.031224992292845255,1307.8880808455237,2024,5,6,1,984.5559790163771,98.88245115167241
2024-05-27,976.105195313359,34,C,East,1,3.6232830693095712,28.708976332745852,-0.2638941316215455,967.7493926725627,-0.01896627673034945,1307.8880808455237,2024,5,0,0,989.1143065943478,95.03525353439707
2024-05-28,909.2436337958402,33,C,West,0,3.1491026946721523,27.55283738775273,-0.947042912028765,963.2469678468095,-0.0684983153850075,1307.8880808455237,2024,5,1,0,985.410882267985,95.93670784521129
2024-05-29,942.3228669431667,36,B,South,1,3.7084970539302557,26.17563519286574,-0.609060411044532,967.3501026912593,0.03638104454933577,1245.5300139910894,2024,5,2,0,986.0094803170382,95.59810344530852
2024-05-30,1075.5391225825756,21,C,North,1,3.7306846098510373,51.21614869440836,0.7520583020838388,977.4482398038441,0.14137007634289267,1307.8880808455237,2024,5,3,0,993.2682967684498,93.77551907610766
2024-05-31,1050.0917187624382,20,D,East,1,3.5149360602399717,52.504585938121906,0.49205296434278234,996.4749155757787,-0.023660137772611445,1244.5751979616825,2024,5,4,0,997.0932636746727,93.67151115761568
2024-06-01,902.2444755201449,28,D,South,1,2.0644054741492344,32.22301698286232,-1.0185558460882773,978.646171710373,-0.14079459974842512,1244.5751979616825,2024,6,5,1,997.439906204059,93.2870506728127
2024-06-02,1009.9332305429226,27,D,East,1,1.1560256830512725,37.40493446455269,0.08173915133122796,980.7828919229212,0.11935651361089805,1244.5751979616825,2024,6,6,1,992.1472084385811,87.56329204970957
2024-06-03,1075.138712337179,30,A,East,1,2.822267127960435,35.83795707790596,0.747967165643156,994.9305372120382,0.06456415119562209,1385.2731490654721,2024,6,0,0,991.7130329933223,87.10186034641191
2024-06-04,833.0594718878629,20,B,North,0,4.563895538762815,41.652973594393146,-1.725444075754865,984.0470855108986,-0.22516093753435285,1245.5300139910894,2024,6,1,0,986.174924193973,91.76619945846157
2024-06-05,1054.3360192379935,35,C,North,0,3.2779890340743036,30.12388626394267,0.535418518896839,1000.0489644101596,0.2656191482328123,1307.8880808455237,2024,6,2,0,983.052977705606,87.5683017489398
2024-06-06,933.7376241054153,18,A,North,0,4.329564166807632,51.87431245030085,-0.696778945296427,979.7916074848508,-0.11438326390455578,1385.2731490654721,2024,6,3,0,980.5863374836279,87.89064497390343
2024-06-07,1057.059866859316,28,C,East,0,4.966497371844913,37.75213810211842,0.5632490561784722,980.7870572129762,0.13207376416051742,1307.8880808455237,2024,6,4,0,985.3592803833659,88.03058070481087
2024-06-08,923.6740843457483,25,A,East,0,1.654464816553105,36.94696337382993,-0.7996017743982387,983.8484299023482,-0.1261856463341825,1385.2731490654721,2024,6,5,1,977.7380029373253,82.82122658549805
2024-06-09,819.5117899335481,28,A,East,0,3.7671105565679293,29.268278211912435,-1.8638656470490087,956.6453669581518,-0.1127695322165283,1385.2731490654721,2024,6,6,1,969.9253624561615,86.36858583132263
2024-06-10,837.2457562116838,27,D,North,1,3.6971742948000985,31.009102081914214,-1.6826712932270924,922.6606589402239,0.021639671931472426,1244.5751979616825,2024,6,0,0,967.957708177639,88.74408279564102
2024-06-11,1004.8084946661382,25,D,West,1,4.919821789433113,40.19233978664553,0.02937786953231187,947.1962336228347,0.20013566770721147,1244.5751979616825,2024,6,1,0,968.7524535934556,88.97106609632108
2024-06-12,1025.9722501721483,28,A,South,1,4.942402935811201,36.64186607757672,0.24561562160723321,943.1442666134283,0.021062476699146515,1385.2731490654721,2024,6,2,0,972.5369227771431,88.90770269682375
2024-06-13,909.5683374895591,30,D,West,1,3.746714446896518,30.318944582985303,-0.9437252968351733,939.6915113825917,-0.11345717456106408,1244.5751979616825,2024,6,3,0,974.1318664633429,87.26518271756643
2024-06-14,1063.8592458777373,31,A,East,1,1.974459167928777,34.31804018960443,0.6327207732388636,940.6628512423662,0.16963091394982666,1385.2731490654721,2024,6,4,0,973.1732495008288,86.06847310687148
2024-06-15,833.847993773104,20,B,East,1,4.194223352522396,41.6923996886552,-1.7173874621789804,927.8305525891312,-0.21620459003001136,1245.5300139910894,2024,6,5,1,961.270127158365,79.3429037067951
2024-06-16,993.3920201352684,25,D,West,0,1.4281165368441524,39.73568080541074,-0.08726838393980225,952.6705854750913,0.19133466477533734,1244.5751979616825,2024,6,6,1,965.7117530756045,77.18694786441259
2024-06-17,878.8983800237543,31,D,East,1,4.122797216686514,28.351560645927556,-1.25709135593351,958.620960305387,-0.11525524444611879,1244.5751979616825,2024,6,0,0,959.7984682874278,76.80220973780756
2024-06-18,934.8163892197841,23,D,South,0,4.640784496578785,40.64419083564279,-0.6857568115696546,948.6220880987651,0.06362283793778123,1244.5751979616825,2024,6,1,0,959.7944898251601,76.80354515278509
2024-06-19,1004.7398671316414,26,B,East,0,2.531333579073741,38.64384104352467,0.028676677166626734,945.5888905215497,0.07479915705181073,1245.5300139910894,2024,6,2,0,961.5762366754303,77.21828232919934
2024-06-20,913.9586634716047,26,A,South,1,3.522541179932322,35.15225628736941,-0.898867746814617,946.2160799475563,-0.09035294271660721,1385.2731490654721,2024,6,3,0,960.6828385386133,77.6214129509114
2024-06-21,961.5444455770174,32,C,West,1,2.720570928387305,30.048263924281795,-0.4126665832130353,931.5996799045963,0.05206557364931763,1307.8880808455237,2024,6,4,0,962.28095595678,77.11049951470955
2024-06-22,1100.629280921444,34,D,West,1,2.751060219952514,32.371449438866,1.0084135334065611,969.7112923543592,0.14464732856000495,1244.5751979616825,2024,6,5,1,965.473526561012,80.82698019244184
2024-06-23,942.3108130476851,17,A,East,1,2.24148355643248,55.430047826334416,-0.6091835700586278,962.413977056133,-0.14384359076946884,1385.2731490654721,2024,6,6,1,966.3203873839717,80.43269070352494
2024-06-24,1083.5692112065142,33,B,South,1,4.048518481801299,32.835430642621645,0.8341046247466467,991.6526672250986,0.14990637505470383,1245.5300139910894,2024,6,0,0,968.2045050049226,82.53867275729532
2024-06-25,887.0293145342382,36,C,East,1,4.744706256666021,24.63970318150662,-1.1740146543378902,984.8259422700208,-0.18138195016951075,1307.8880808455237,2024,6,1,0,964.6062758542279,83.67643210523201
2024-06-26,1052.9804177915282,26,D,North,1,4.7630034369378444,40.499246838135704,0.5215678481399446,991.7174495071475,0.18708637982773735,1244.5751979616825,2024,6,2,0,967.1687832701667,85.20389012745834
2024-06-27,1144.15686206579,27,B,North,0,1.6991251394997353,42.376180076510735,1.4531505885685911,1024.6029064491738,0.08658892675847762,1245.5300139910894,2024,6,3,0,974.9992242124985,90.33679641825991
2024-06-28,752.8355499872711,28,B,North,1,4.498974598626264,26.886983928116823,-2.5451209298695203,994.7873499363529,-0.3420171875489023,1245.5300139910894,2024,6,4,0,968.6829803139685,98.9171496824312
2024-06-29,920.3104744529523,36,C,North,1,3.9497257657084885,25.564179845915344,-0.8339689944253558,969.0275204408542,0.22245884173311548,1307.8880808455237,2024,6,5,1,963.508692042981,97.17952440555493
2024-06-30,1057.707212718054,29,A,East,0,2.011349602761157,36.472662507519104,0.569863223180581,985.512720393764,0.14929389817797367,1385.2731490654721,2024,6,6,1,963.7625418415016,97.42313442894869
2024-07-01,979.6954613957007,28,D,North,1,1.2691384516860582,34.98912362127503,-0.22721108324783226,970.6736132779334,-0.07375552552192766,1244.5751979616825,2024,7,0,0,966.3442413706869,96.76066755851264
2024-07-02,1037.1145873371308,21,D,South,1,2.071989067537512,49.386408920815754,0.35946091436411026,992.1143665354895,0.058609157849551785,1244.5751979616825,2024,7,1,0,967.2502865971603,97.30860811007446
2024-07-03,939.6014813284179,30,A,West,0,4.6488329471261025,31.32004937761393,-0.636865793113664,975.917375612188,-0.09402346394440864,1385.2731490654721,2024,7,2,0,962.7323788968683,95.25142599742772
2024-07-04,1008.65897874729,32,A,West,1,3.532714699583089,31.520593085852813,0.06871965940850282,956.5605351381167,0.0734965821054665,1385.2731490654721,2024,7,3,0,968.5856957921826,92.35959347200472
2024-07-05,984.4322764607921,34,A,North,1,3.8842186435914874,28.953890484140942,-0.1788133288238072,989.645781777191,-0.024018724660128887,1385.2731490654721,2024,7,4,0,966.2555710329426,90.9933025934672
2024-07-06,1116.7782061659807,42,C,North,1,2.0286094044363834,26.589957289666206,1.1734129491441374,1017.7126005933379,0.13443883634229836,1307.8880808455237,2024,7,5,1,972.3569237682948,94.79497004844804
2024-07-07,1025.4420843301214,27,C,North,1,3.877552622299281,37.97933645667116,0.24019872525940625,1013.103296537919,-0.08178537271910602,1307.8880808455237,2024,7,6,1,971.3029976839882,93.99314482449522
2024-07-08,1033.7602662075203,35,D,East,1,1.112486025111695,29.536007605929154,0.32518860099333763,1020.8268400824647,0.008111800758433763,1244.5751979616825,2024,7,0,0,974.9725370793807,94.21820937742604
2024-07-09,958.8123033877532,17,C,West,1,2.501285383092055,56.40072372869137,-0.4405818690982732,1009.640799518268,-0.07250033230114672,1307.8880808455237,2024,7,1,0,979.6158875278542,89.61245035853642
2024-07-10,951.2393775927507,43,B,North,0,3.507013394169325,22.121845990529085,-0.5179571936278214,1011.3033561274584,-0.007898235940700049,1245.5300139910894,2024,7,2,0,983.415674907223,85.69878424676516
2024-07-11,956.744181218038,29,D,South,1,1.584386262165281,32.99117866269096,-0.4617126220437293,1003.8869564804223,0.005786980391011554,1244.5751979616825,2024,7,3,0,981.8135311256198,85.7343283995031
2024-07-12,1039.4452142378298,25,C,North,1,4.292014297787739,41.57780856951319,0.3832737731825444,1011.7459475914277,0.08644006897904988,1307.8880808455237,2024,7,4,0,982.2626299278091,86.00846884039235
2024-07-13,957.9015519179737,28,A,West,0,1.9401251952476746,34.21076971135621,-0.4498873465910613,989.0492826988553,-0.07844921618081402,1385.2731490654721,2024,7,5,1,983.8737370754229,85.04712215878835
2024-07-14,1028.9774856896413,35,B,North,0,3.609124451273785,29.39935673398975,0.27632120089697043,989.5543400359295,0.0741996227371744,1245.5300139910894,2024,7,6,1,982.7110117358196,84.1495969321576
2024-07-15,1207.540079864544,25,A,West,1,2.6207885703013187,48.30160319458176,2.100759871910839,1014.3800277012186,0.17353401474593633,1385.2731490654721,2024,7,0,0,995.1674146055344,88.87933273527739
2024-07-16,1087.1124703431692,29,D,North,0,3.3841743819105887,37.486636908385144,0.870307386138009,1032.7086229805639,-0.09972969968407486,1244.5751979616825,2024,7,1,0,998.2914296124643,90.44802184084595
2024-07-17,967.3976467832159,25,A,South,1,1.4298022105156325,38.695905871328634,-0.3528623074118357,1035.0169471506301,-0.11012183819597143,1385.2731490654721,2024,7,2,0,1001.2414051711131,87.82489432765553
2024-07-18,1120.1213922163945,32,C,North,1,1.0676511996864293,35.00379350676233,1.2075714913794426,1058.356548721824,0.15787070181637763,1307.8880808455237,2024,7,3,0,1007.4182386043335,89.49257728498304
2024-07-19,959.1924626978448,23,C,South,0,4.638257709521205,41.7040201172976,-0.4366976437951972,1046.8918699303974,-0.14367097230427694,1307.8880808455237,2024,7,4,0,1005.8999917898735,89.92489584139759
2024-07-20,796.1875464822147,34,D,South,1,2.078520035068731,23.417280778888667,-2.102177886638636,1023.7898691538606,-0.16993973843076193,1244.5751979616825,2024,7,5,1,1001.9742878902273,96.4136002713559
2024-07-21,899.1913689082596,32,A,North,1,4.278708011121836,28.099730278383113,-1.0497505416805444,1005.2489953279489,0.12937130564418586,1385.2731490654721,2024,7,6,1,999.8958520012686,97.97467065591347
2024-07-22,812.9208078974144,34,D,South,0,4.997401201888801,23.909435526394542,-1.931208096693875,948.8748136183591,-0.09594238111470021,1244.5751979616825,2024,7,0,0,990.3055695671343,101.78159248836073
2024-07-23,964.8486515958691,38,A,East,0,1.8457250319956446,25.390753989364978,-0.37890631407242775,931.4085537973161,0.18689132105181283,1385.2731490654721,2024,7,1,0,991.0568308520737,101.49790395801152
2024-07-24,1001.8418379189552,28,B,North,0,2.0606829647334224,35.780065639962686,-0.000933536494212378,936.3291525309933,0.038340921409693696,1245.5300139910894,2024,7,2,0,988.3325850758218,100.01517835417877
2024-07-25,1167.6437312275282,22,C,North,0,3.6514391505386627,53.07471505579674,1.6931244339180056,943.1180581040124,0.16549707452124363,1307.8880808455237,2024,7,3,0,997.6863989655981,103.2828991784729
2024-07-26,1032.6927373764163,26,D,South,1,4.861794538402485,39.71895143755447,0.31428127244063586,953.6180973438082,-0.11557548783243987,1244.5751979616825,2024,7,4,0,997.0101429517612,102.97432826441715
2024-07-27,978.0899471191136,27,B,South,0,4.663257392762976,36.22555359700421,-0.24361520386786095,979.6041545776509,-0.052874188305054304,1245.5300139910894,2024,7,5,1,991.4745791202052,99.18533662135546
2024-07-28,1082.940558118349,23,B,North,0,3.0115020802623396,47.08437209210213,0.8276814485489624,1005.8540387505208,0.10719935452568996,1245.5300139910894,2024,7,6,1,1002.4780793912412,89.65053369500835
2024-07-29,778.8864690992115,30,D,East,0,4.180441130106899,25.962882303307047,-2.2789492578970343,1000.9919903507777,-0.2807671083512129,1244.5751979616825,2024,7,0,0,997.7639458794498,97.49523928445718
2024-07-30,1023.5614558108566,30,D,South,0,1.5429834123996042,34.11871519369522,0.2209836628203078,1009.3795338100615,0.31413433975122684,1244.5751979616825,2024,7,1,0,996.6257539825433,96.96920603744205
2024-07-31,1077.0865193886966,33,B,South,0,4.909752736816049,32.63898543602111,0.7678686154674205,1020.1287740200245,0.05229296518931337,1245.5300139910894,2024,7,2,0,999.8721225823098,98.00754956081035
2024-08-01,852.1413754220158,23,A,West,1,4.857412936143946,37.049625018348515,-1.5304773589845841,975.0570089049514,-0.20884593755230452,1385.2731490654721,2024,8,3,0,993.706348851806,101.34539488392426
2024-08-02,1114.375404320693,22,B,East,0,1.6549158315166839,50.653427469122406,1.1488626527868133,986.7259613255623,0.3077353552616875,1245.5300139910894,2024,8,4,0,999.5321462848818,103.1355434981777
2024-08-03,1033.8496407494415,35,D,East,1,2.1976924992124265,29.53856116426976,0.326101773045069,994.6916318441806,-0.0722608945414932,1244.5751979616825,2024,8,5,1,1000.3718350182868,103.31480327348505
2024-08-04,958.4712086099198,27,B,North,0,1.4006199900270677,35.49893365221925,-0.44406695793244744,976.9102962001194,-0.07291043994064705,1245.5300139910894,2024,8,6,1,999.5064660899244,103.56134875999149
2024-08-05,1063.2781866106284,36,A,East,0,2.086870395592719,29.535505183628565,0.626783880341653,1017.5376844160359,0.10934807124014823,1385.2731490654721,2024,8,0,0,997.723132104746,101.91991424428215
2024-08-06,1227.0692857804397,38,C,North,0,4.263823157660827,32.2912969942221,2.3002968390555565,1046.610231554548,0.15404350548366086,1307.8880808455237,2024,8,1,0,1004.4440388197567,110.12823230193173
2024-08-07,1018.1866255058495,35,C,West,0,2.513262428661038,29.091046443024272,0.1660670757047154,1038.1959609998553,-0.17022890450862915,1307.8880808455237,2024,8,2,0,1003.9249174630343,110.02193070405407
2024-08-08,1024.8220586300336,28,B,East,0,1.3535878685870335,36.600787808215486,0.23386369820914604,1062.8646300295723,0.006516912477501302,1245.5300139910894,2024,8,3,0,1006.125242637777,109.74833774149126
2024-08-09,954.0639100459756,19,A,South,0,2.368902099115618,50.21389000241977,-0.48909792296697013,1039.962987990327,-0.06904432626932944,1385.2731490654721,2024,8,4,0,1006.2193937195511,109.70082980076249
2024-08-10,915.0155630535209,26,C,West,0,4.92553333696512,35.19290627128926,-0.8880690211490533,1022.9866911766239,-0.04092843946960856,1307.8880808455237,2024,8,5,1,1004.8284397807339,110.61056088516463
2024-08-11,1083.0335816544246,34,B,North,0,3.5187343810368117,31.85392887218896,0.8286319036950419,1040.7813158972674,0.18362312662771174,1245.5300139910894,2024,8,6,1,1006.2813853612871,111.36466672006443
2024-08-12,914.3916174091132,41,B,West,1,2.664643785624631,22.30223457095398,-0.8944440996895953,1019.5118060113367,-0.15571259017444006,1245.5300139910894,2024,8,0,0,1004.8310542109917,112.2958835142902
2024-08-13,1007.1566237219392,44,A,North,0,1.66615405398908,22.88992326640771,0.05336955420585783,988.095711431551,0.10144997454774507,1385.2731490654721,2024,8,1,0,1004.1036921454016,112.20472124595005
2024-08-14,952.2342553234884,28,D,West,1,4.944707189134779,34.00836626155316,-0.5077921676699745,978.6739442626423,-0.054532102658954584,1244.5751979616825,2024,8,2,0,995.5934979940331,105.73852870361466
2024-08-15,1047.8979825746392,24,B,North,0,4.2833960370525155,43.66241594060997,0.4696387674975979,981.9705048261573,0.10046238802725327,1245.5300139910894,2024,8,3,0,994.2863484017488,104.80642825860407
2024-08-16,1033.3662105286949,32,D,East,1,2.1259092098036776,32.292694079021715,0.3211623914599032,993.299404895117,-0.01386754463467943,1244.5751979616825,2024,8,4,0,996.485300526598,104.91481049275019
2024-08-17,1103.7539944257899,31,D,South,0,1.2802747828847578,35.604967562122255,1.040339862543468,1020.2620379482985,0.06811504303114657,1244.5751979616825,2024,8,5,1,995.9397206002445,104.29040458390952
2024-08-18,948.9983601145253,36,C,North,0,1.2265022295102321,26.361065558736815,-0.5408544805348848,1001.1141491568843,-0.1402084477997959,1307.8880808455237,2024,8,6,1,995.5999171808005,104.43077768847638
2024-08-19,973.0125064706629,28,D,West,0,1.4815125980221353,34.75044665966653,-0.2954932531962533,1009.4885618799627,0.0253047290337145,1244.5751979616825,2024,8,0,0,1001.4940825137488,97.55113504629136
2024-08-20,902.1236284217692,26,A,North,1,3.3230743344576865,34.69706263160651,-1.0197905846435449,994.4838482656527,-0.07285505332919473,1385.2731490654721,2024,8,1,0,1001.5918244975326,97.44651049931694
2024-08-21,955.5706739923888,39,C,North,1,4.715053684821969,24.501812153650995,-0.47370277022163587,994.960479504067,0.05924581053721334,1307.8880808455237,2024,8,2,0,1006.3468200340317,91.20302175851532
2024-08-22,1037.7300493044852,29,C,North,1,2.986973712023938,35.78379480360294,0.365749312104791,993.5079176083309,0.08597938127258886,1307.8880808455237,2024,8,3,0,1008.7761999576522,91.03002472658606
2024-08-23,1075.6988616645351,33,C,West,1,4.371781929824788,32.59693520195561,0.7536904141157336,999.5554391991652,0.03658833276100815,1307.8880808455237,2024,8,4,0,1011.2381007491715,91.83122173178111
2024-08-24,907.7834675822374,23,B,South,0,2.7835464794392313,39.46884641661902,-0.9619619588678547,971.5596496500863,-0.15609888609760691,1245.5300139910894,2024,8,5,1,1002.5760919609952,88.77430764716557
2024-08-25,1086.960592010566,32,B,East,0,3.834334183071301,33.967518500330186,0.8687555902281721,991.2685399209493,0.19737870409288605,1245.5300139910894,2024,8,6,1,1004.3850204488001,89.95420637614345
2024-08-26,1135.563785880495,30,D,South,0,3.9274909491460033,37.8521261960165,1.3653520181688796,1014.4901512652111,0.04471477091918041,1244.5751979616825,2024,8,0,0,1009.6341484075128,92.91279845529877
2024-08-27,1041.3434903223701,30,C,North,1,1.6958548236133546,34.71144967741234,0.40266914718514185,1034.378702965297,-0.08297226164628724,1307.8880808455237,2024,8,1,0,1008.2475794809802,92.08781993768581
2024-08-28,1187.6795812558066,20,C,West,0,2.444864235903247,59.38397906279033,1.8978379673830301,1067.5371182886422,0.14052624546405434,1307.8880808455237,2024,8,2,0,1021.8740165528668,87.0877008483569
2024-08-29,922.6210800896426,35,A,South,1,3.5492086261520956,26.360602288275505,-0.8103607001097431,1051.092979829379,-0.22317340918322548,1385.2731490654721,2024,8,3,0,1018.5093373621596,88.95028202474458
2024-08-30,875.5345296688583,31,D,North,1,1.2827864327374647,28.24304934415672,-1.291461032848959,1022.4980752585681,-0.05103563254397936,1244.5751979616825,2024,8,4,0,1011.7909377048315,91.93491514489372
2024-08-31,822.1279751095722,17,A,East,1,2.4461607510518264,48.36046912409248,-1.837135135948816,1010.2615763339016,-0.06099879873325542,1385.2731490654721,2024,8,5,1,1010.7904910277502,93.87498287707655
2024-09-01,1149.6044311489184,29,D,East,1,3.13919786512477,39.64153210858339,1.5088103741144039,1019.210696210809,0.3983278345390211,1244.5751979616825,2024,9,6,1,1011.9647919220243,95.42300852579764
2024-09-02,1065.4365656354057,37,D,East,1,4.984897972178555,28.795582855010966,0.6488368202516313,1009.192521890082,-0.0732146321229773,1244.5751979616825,2024,9,0,0,1013.0176894182233,95.84613968968975
2024-09-03,994.4415329089545,44,B,North,0,2.898134250489763,22.600943929748965,-0.07654513196822453,1002.492242259594,-0.06663468761663083,1245.5300139910894,2024,9,1,0,1014.216700228191,95.3640246133953
2024-09-04,1027.9968626319821,31,B,West,1,4.264227028457294,33.16118911716072,0.266301820094691,979.6804253133334,0.0337428884580786,1245.5300139910894,2024,9,2,0,1013.0406560955694,94.95479678813935
2024-09-05,887.4510952701623,29,A,South,1,2.728269140266471,30.60176190586767,-1.1697051678585724,974.6561417676933,-0.13671808978286204,1385.2731490654721,2024,9,3,0,1001.7200497452269,88.58967581682637
2024-09-06,1244.5751979616825,20,D,East,0,4.185562890478836,62.22875989808413,2.479161081605417,1027.3762372380968,0.4024155298189165,1244.5751979616825,2024,9,4,0,1009.2663354937547,99.06369793681591
2024-09-07,1012.9221181975228,34,C,North,1,3.3816592064804336,29.791827005809495,0.1122776985872517,1054.6325433935183,-0.18613023957375363,1307.8880808455237,2024,9,5,1,1008.8696708126711,99.0230790161623
2024-09-08,1010.9394794604893,30,B,North,1,4.546381766009594,33.69798264868298,0.09202036082170145,1034.8232645808855,-0.001957345684741818,1245.5300139910894,2024,9,6,1,1010.7655231264882,98.48058099707826
2024-09-09,1072.5766623898692,26,C,South,0,2.6437702094004396,41.252948553456505,0.7217897737737116,1035.8432784029517,0.06097020067143277,1307.8880808455237,2024,9,0,0,1016.017559771033,97.39350781799708
2024-09-10,1048.1009231736714,33,A,East,0,3.4172176792859155,31.7606340355658,0.4717122850699873,1043.5089055836256,-0.022819570921543297,1385.2731490654721,2024,9,1,0,1014.8531378216745,96.77148416040174
2024-09-11,1022.3884024279131,31,B,North,0,3.5200747224753095,32.98027104606171,0.20899815171763247,1042.7076969830443,-0.02453248554337706,1245.5300139910894,2024,9,2,0,1018.4530306556346,94.89601759897464
2024-09-12,920.9525544554688,30,B,South,1,2.6695317672018932,30.698418481848957,-0.8274086305827011,1047.4936197238023,-0.09921459176528202,1245.5300139910894,2024,9,3,0,1015.5795616800856,96.54075427779576
2024-09-13,1047.1468357135996,40,D,West,0,1.577248174749926,26.17867089283999,0.4619640280751351,1019.2895679740762,0.13702582250042794,1244.5751979616825,2024,9,4,0,1018.7433143597559,95.94664193890098
2024-09-14,1188.2024496475033,32,A,West,0,1.3742376276493422,37.13132655148448,1.903180303038883,1044.3296153240735,0.13470471296203512,1385.2731490654721,2024,9,5,1,1023.4201299288513,100.71763373650279
2024-09-15,1134.5420046154977,27,D,West,0,1.0666862023985324,42.020074245018435,1.3549121090614176,1061.987118917646,-0.045161028785898116,1244.5751979616825,2024,9,6,1,1026.7926563984115,102.73587478878139
2024-09-16,1159.3186626639397,34,B,East,1,4.4941370569808585,34.09760772540999,1.608064194418038,1074.3788332425133,0.02183846692995628,1245.5300139910894,2024,9,0,0,1028.6448120063499,104.65416271993604
2024-09-17,948.8784323568815,29,A,South,0,1.9458996489547782,32.71994594334074,-0.5420798258530598,1060.2041916972578,-0.18152060954793758,1385.2731490654721,2024,9,1,0,1028.6408144144284,104.6573122159468
2024-09-18,901.039517974142,30,B,South,1,1.8460269971270722,30.034650599138065,-1.030867333575429,1042.8686367752903,-0.05041627330902054,1245.5300139910894,2024,9,2,0,1026.2417147978779,106.77988136205963
